timestamp,latitude,longitude,elevation
2015-08-23T17:47:09+00:00,38.063112,-121.789009,0.0
2015-08-23T17:47:11+00:00,38.06304,-121.789143,0.0
2015-08-23T17:47:13+00:00,38.062966,-121.789288,0.0
2015-08-23T17:47:15+00:00,38.062892,-121.789427,0.0
2015-08-23T17:47:16+00:00,38.062857,-121.789499,0.0
2015-08-23T17:47:17+00:00,38.062822,-121.789571,0.0
2015-08-23T17:47:19+00:00,38.062758,-121.789704,0.0
2015-08-23T17:47:21+00:00,38.062706,-121.789811,0.0
2015-08-23T17:47:23+00:00,38.062637,-121.78988,0.0
2015-08-23T17:47:25+00:00,38.062557,-121.789925,0.0
2015-08-23T17:47:27+00:00,38.062482,-121.789964,0.0
2015-08-23T17:47:29+00:00,38.062397,-121.789996,0.0
2015-08-23T17:47:31+00:00,38.062316,-121.790033,0.0
2015-08-23T17:47:33+00:00,38.062232,-121.79005,0.0
2015-08-23T17:47:35+00:00,38.062145,-121.790047,0.0
2015-08-23T17:47:37+00:00,38.062062,-121.790032,0.0
2015-08-23T17:47:39+00:00,38.06197,-121.790028,0.0
2015-08-23T17:47:41+00:00,38.061856,-121.790041,0.0
2015-08-23T17:47:43+00:00,38.061736,-121.790075,0.0
2015-08-23T17:47:45+00:00,38.061601,-121.790105,0.0
2015-08-23T17:47:47+00:00,38.061464,-121.790146,0.0
2015-08-23T17:47:49+00:00,38.061325,-121.790198,0.0
2015-08-23T17:47:50+00:00,38.061254,-121.790226,0.0
2015-08-23T17:47:51+00:00,38.061185,-121.790252,0.0
2015-08-23T17:47:52+00:00,38.061115,-121.790272,0.0
2015-08-23T17:47:53+00:00,38.061047,-121.790292,0.0
2015-08-23T17:47:55+00:00,38.060913,-121.790321,0.0
2015-08-23T17:47:56+00:00,38.060842,-121.790325,0.0
2015-08-23T17:47:57+00:00,38.06077,-121.790321,0.0
2015-08-23T17:47:58+00:00,38.060699,-121.790308,0.0
2015-08-23T17:47:59+00:00,38.06063,-121.790288,0.0
2015-08-23T17:48:00+00:00,38.060562,-121.790266,0.0
2015-08-23T17:48:01+00:00,38.060496,-121.790244,0.0
2015-08-23T17:48:02+00:00,38.06043,-121.790222,0.0
2015-08-23T17:48:04+00:00,38.060292,-121.790201,0.0
2015-08-23T17:48:06+00:00,38.060158,-121.790197,0.0
2015-08-23T17:48:08+00:00,38.060022,-121.790206,0.0
2015-08-23T17:48:10+00:00,38.059886,-121.790219,0.0
2015-08-23T17:48:12+00:00,38.059756,-121.790238,0.0
2015-08-23T17:48:14+00:00,38.059636,-121.790242,0.0
2015-08-23T17:48:15+00:00,38.05957,-121.790238,0.0
2015-08-23T17:48:16+00:00,38.059504,-121.790236,0.0
2015-08-23T17:48:17+00:00,38.05944,-121.790236,0.0
2015-08-23T17:48:18+00:00,38.059378,-121.790227,0.0
2015-08-23T17:48:20+00:00,38.059258,-121.790181,0.0
2015-08-23T17:48:21+00:00,38.059192,-121.790165,0.0
2015-08-23T17:48:22+00:00,38.059126,-121.790152,0.0
2015-08-23T17:48:23+00:00,38.05906,-121.790135,0.0
2015-08-23T17:48:24+00:00,38.058996,-121.79011,0.0
2015-08-23T17:48:25+00:00,38.058932,-121.790085,0.0
2015-08-23T17:48:26+00:00,38.058865,-121.790068,0.0
2015-08-23T17:48:27+00:00,38.0588,-121.790051,0.0
2015-08-23T17:48:28+00:00,38.058736,-121.79003,0.0
2015-08-23T17:48:30+00:00,38.05862,-121.789985,0.0
2015-08-23T17:48:32+00:00,38.058504,-121.789939,0.0
2015-08-23T17:48:34+00:00,38.058398,-121.789906,0.0
2015-08-23T17:48:41+00:00,38.05831,-121.789835,0.0
2015-08-23T17:48:51+00:00,38.058372,-121.789791,0.0
2015-08-23T17:49:06+00:00,38.058326,-121.789704,0.0
2015-08-23T17:49:15+00:00,38.058374,-121.789634,0.0
2015-08-23T17:49:24+00:00,38.058417,-121.789568,0.0
2015-08-23T17:49:33+00:00,38.058436,-121.789478,0.0
2015-08-23T17:49:38+00:00,38.058508,-121.7894,0.0
2015-08-23T17:49:40+00:00,38.058589,-121.789358,0.0
2015-08-23T17:49:42+00:00,38.058691,-121.789322,0.0
2015-08-23T17:49:44+00:00,38.058798,-121.789296,0.0
2015-08-23T17:49:45+00:00,38.058857,-121.78929,0.0
2015-08-23T17:49:47+00:00,38.05898,-121.789304,0.0
2015-08-23T17:49:49+00:00,38.059108,-121.789338,0.0
2015-08-23T17:49:51+00:00,38.059236,-121.789338,0.0
2015-08-23T17:49:53+00:00,38.059361,-121.789278,0.0
2015-08-23T17:49:55+00:00,38.059491,-121.789244,0.0
2015-08-23T17:49:56+00:00,38.059552,-121.78924,0.0
2015-08-23T17:49:57+00:00,38.059611,-121.789234,0.0
2015-08-23T17:49:59+00:00,38.059727,-121.789206,0.0
2015-08-23T17:50:01+00:00,38.059858,-121.78919,0.0
2015-08-23T17:50:02+00:00,38.059925,-121.789186,0.0
2015-08-23T17:50:04+00:00,38.060061,-121.78918,0.0
2015-08-23T17:50:06+00:00,38.0602,-121.789186,0.0
